<<<<<<< HEAD
﻿SA2 CODE 2018,SA2 2018,DHB,ETHNICITY, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
172000,Ngaruawahia North,Waikato,Maori,950,808,703, 851 , 740 
172100,Ngaruawahia Central,Waikato,Maori,1224,938,790, 766 , 645 
172100,Ngaruawahia Central,Waikato,Pacific Peoples,70,Masked,56, >950 , 800 
172200,Ngaruawahia South,Waikato,Maori,719,611,506, 850 , 704 
172300,Kainui-Gordonton,Waikato,Maori,162,127,106, 784 , 654 
172400,Te Kowhai,Waikato,Maori,176,Masked,151, >950 , 858 
172500,Whatawhata West,Waikato,Maori,47,35,32, 745 , 681 
172600,Horotiu,Waikato,Maori,138,Masked,114, >950 , 826 
172800,Whatawhata East,Waikato,Maori,425,367,309, 864 , 727 
172900,Rotokauri ,Waikato,Maori,74,61,51, 824 , 689 
173000,Hamilton Park,Waikato,Maori,87,81,66, 931 , 759 
173100,Eureka-Tauwhare,Waikato,Maori,115,103,89, 896 , 774 
173200,Tamahere North,Waikato,Maori,211,Masked,193, >950 , 915 
173300,Pukemoremore,Waikato,Maori,334,315,281, 943 , 841 
173400,Tamahere South,Waikato,Maori,99,89,75, 899 , 758 
173500,Tahuna-Mangateparu,Waikato,Maori,118,90,77, 763 , 653 
173600,Mangaiti,Waikato,Maori,130,86,62, 662 , 477 
173700,Tatuanui,Waikato,Maori,123,104,90, 846 , 732 
173800,Tahuroa,Waikato,Maori,150,123,104, 820 , 693 
173900,Morrinsville East,Waikato,Maori,393,341,287, 868 , 730 
174000,Morrinsville West,Waikato,Maori,525,403,333, 768 , 634 
174100,Te Aroha East,Waikato,Maori,413,257,202, 622 , 489 
174100,Te Aroha East,Waikato,Pacific Peoples,80,69,56, 863 , 700 
174200,Te Aroha West,Waikato,Maori,149,137,118, 919 , 792 
174300,Waihou-Manawaru,Waikato,Maori,82,59,53, 720 , 646 
174400,Waitoa-Ngarua,Waikato,Maori,111,94,80, 847 , 721 
174500,Richmond Downs-Wardville,Waikato,Maori,131,112,93, 855 , 710 
174600,Waharoa-Peria,Waikato,Maori,382,315,248, 825 , 649 
174700,Okauia,Waikato,Maori,85,60,55, 706 , 647 
174800,Hinuera,Waikato,Maori,59,Masked,50, >950 , 847 
174900,Matamata North,Waikato,Maori,326,255,211, 782 , 647 
175000,Matamata South,Waikato,Maori,493,449,387, 911 , 785 
175000,Matamata South,Waikato,Pacific Peoples,54,Masked,49, >950 , 907 
175100,Te Poi,Waikato,Maori,119,93,89, 782 , 748 
175300,Flagstaff North,Waikato,Maori,168,Masked,Masked, >950 , >950 
175300,Flagstaff North,Waikato,Pacific Peoples,61,Masked,Masked, >950 , >950 
175400,Rotokauri-Waiwhakareke,Waikato,Maori,94,Masked,Masked, >950 , >950 
175500,Flagstaff South,Waikato,Maori,136,Masked,Masked, >950 , >950 
175600,Rototuna North,Waikato,Maori,83,Masked,77, >950 , 928 
175700,Pukete West,Waikato,Maori,327,283,230, 865 , 703 
175700,Pukete West,Waikato,Pacific Peoples,83,73,71, 880 , 855 
175800,Flagstaff East,Waikato,Maori,258,Masked,236, >950 , 915 
175800,Flagstaff East,Waikato,Pacific Peoples,56,Masked,Masked, >950 , >950 
175900,Rototuna Central,Waikato,Maori,326,269,241, 825 , 739 
175900,Rototuna Central,Waikato,Pacific Peoples,111,96,90, 865 , 811 
176000,Pukete East,Waikato,Maori,225,207,170, 920 , 756 
176000,Pukete East,Waikato,Pacific Peoples,40,Masked,Masked, >950 , >950 
176100,Te Manatu,Waikato,Maori,291,267,237, 918 , 814 
176100,Te Manatu,Waikato,Pacific Peoples,77,72,68, 935 , 883 
176200,Rototuna South,Waikato,Maori,261,Masked,Masked, >950 , >950 
176200,Rototuna South,Waikato,Pacific Peoples,66,Masked,62, >950 , 939 
176400,Saint Andrews West,Waikato,Maori,651,525,412, 806 , 633 
176400,Saint Andrews West,Waikato,Pacific Peoples,110,Masked,99, >950 , 900 
176500,Saint Andrews East,Waikato,Maori,270,224,183, 830 , 678 
176500,Saint Andrews East,Waikato,Pacific Peoples,41,38,35, 927 , 854 
176600,Queenwood (Hamilton City),Waikato,Maori,202,Masked,185, >950 , 916 
176600,Queenwood (Hamilton City),Waikato,Pacific Peoples,44,32,25, 727 , 568 
176700,St James,Waikato,Maori,110,93,79, 845 , 718 
176800,Crawshaw,Waikato,Maori,1059,833,628, 787 , 593 
176800,Crawshaw,Waikato,Pacific Peoples,172,160,141, 930 , 820 
176900,Huntington,Waikato,Maori,129,Masked,120, >950 , 930 
177000,Western Heights (Hamilton City),Waikato,Maori,354,Masked,317, >950 , 895 
177000,Western Heights (Hamilton City),Waikato,Pacific Peoples,111,Masked,102, >950 , 919 
177100,Nawton West,Waikato,Maori,719,651,531, 905 , 739 
177100,Nawton West,Waikato,Pacific Peoples,178,162,145, 910 , 815 
177200,Nawton East,Waikato,Maori,1228,1004,818, 818 , 666 
177200,Nawton East,Waikato,Pacific Peoples,224,191,169, 853 , 754 
177300,Chartwell,Waikato,Maori,580,473,385, 816 , 664 
177300,Chartwell,Waikato,Pacific Peoples,125,115,103, 920 , 824 
177400,Forest Lake (Hamilton City),Waikato,Maori,423,360,296, 851 , 700 
177400,Forest Lake (Hamilton City),Waikato,Pacific Peoples,71,62,59, 873 , 831 
177500,Chedworth,Waikato,Maori,150,132,109, 880 , 727 
177500,Chedworth,Waikato,Pacific Peoples,44,35,30, 795 , 682 
177600,Beerescourt,Waikato,Maori,266,233,208, 876 , 782 
177600,Beerescourt,Waikato,Pacific Peoples,65,59,49, 908 , 754 
177700,Miropiko,Waikato,Maori,311,286,256, 920 , 823 
177700,Miropiko,Waikato,Pacific Peoples,76,63,60, 829 , 789 
177800,Porritt,Waikato,Maori,566,461,375, 814 , 663 
177800,Porritt,Waikato,Pacific Peoples,159,134,118, 843 , 742 
177900,Dinsdale North,Waikato,Maori,995,813,682, 817 , 685 
177900,Dinsdale North,Waikato,Pacific Peoples,154,Masked,133, >950 , 864 
178000,Maeroa,Waikato,Maori,757,643,522, 849 , 690 
178000,Maeroa,Waikato,Pacific Peoples,156,Masked,131, >950 , 840 
178100,Dinsdale South,Waikato,Maori,742,642,538, 865 , 725 
178100,Dinsdale South,Waikato,Pacific Peoples,117,107,99, 915 , 846 
178200,Fairfield (Hamilton City),Waikato,Maori,1280,1007,791, 787 , 618 
178200,Fairfield (Hamilton City),Waikato,Pacific Peoples,295,261,218, 885 , 739 
178300,Whitiora,Waikato,Maori,412,367,293, 891 , 711 
178300,Whitiora,Waikato,Pacific Peoples,96,Masked,89, >950 , 927 
178400,Enderley North,Waikato,Maori,870,666,494, 766 , 568 
178400,Enderley North,Waikato,Pacific Peoples,217,187,169, 862 , 779 
178500,Fairview Downs,Waikato,Maori,652,589,485, 903 , 744 
178500,Fairview Downs,Waikato,Pacific Peoples,192,Masked,167, >950 , 870 
178600,Temple View,Waikato,Maori,593,546,477, 921 , 804 
178600,Temple View,Waikato,Pacific Peoples,99,84,79, 848 , 798 
178700,Swarbrick,Waikato,Maori,615,514,423, 836 , 688 
178700,Swarbrick,Waikato,Pacific Peoples,135,102,93, 756 , 689 
178800,Kahikatea,Waikato,Maori,907,709,569, 782 , 627 
178800,Kahikatea,Waikato,Pacific Peoples,201,173,159, 861 , 791 
178900,Frankton Junction ,Waikato,Maori,141,106,82, 752 , 582 
178900,Frankton Junction ,Waikato,Pacific Peoples,49,Masked,Masked, >950 , >950 
179000,Kirikiriroa,Waikato,Maori,109,99,69, 908 , 633 
179100,Enderley South,Waikato,Maori,879,704,542, 801 , 617 
179100,Enderley South,Waikato,Pacific Peoples,184,Masked,157, >950 , 853 
179200,Ruakura,Waikato,Maori,175,Masked,Masked, >950 , >950 
179200,Ruakura,Waikato,Pacific Peoples,81,Masked,Masked, >950 , >950 
179300,Claudelands,Waikato,Maori,457,434,367, 950 , 803 
179300,Claudelands,Waikato,Pacific Peoples,97,75,67, 773 , 691 
179400,Hamilton Central,Waikato,Maori,138,105,84, 761 , 609 
179500,Hamilton Lake,Waikato,Maori,400,Masked,329, >950 , 823 
179500,Hamilton Lake,Waikato,Pacific Peoples,126,118,115, 937 , 913 
179600,Peachgrove,Waikato,Maori,455,397,343, 873 , 754 
179600,Peachgrove,Waikato,Pacific Peoples,148,129,109, 872 , 736 
179700,Hamilton East Village,Waikato,Maori,451,426,366, 945 , 812 
179700,Hamilton East Village,Waikato,Pacific Peoples,128,Masked,119, >950 , 930 
179800,Hamilton West,Waikato,Maori,242,192,158, 793 , 653 
179800,Hamilton West,Waikato,Pacific Peoples,45,42,40, 933 , 889 
179900,Greensboro,Waikato,Maori,597,Masked,467, >950 , 782 
179900,Greensboro,Waikato,Pacific Peoples,265,243,215, 917 , 811 
180000,Hamilton East Cook,Waikato,Maori,416,393,306, 945 , 736 
180000,Hamilton East Cook,Waikato,Pacific Peoples,110,103,94, 936 , 855 
180100,Melville North,Waikato,Maori,498,427,337, 857 , 677 
180100,Melville North,Waikato,Pacific Peoples,123,108,98, 878 , 797 
180200,Hamilton East,Waikato,Maori,531,461,391, 868 , 736 
180200,Hamilton East,Waikato,Pacific Peoples,101,Masked,91, >950 , 901 
180300,Melville South,Waikato,Maori,536,467,362, 871 , 675 
180300,Melville South,Waikato,Pacific Peoples,149,132,117, 886 , 785 
180400,Deanwell,Waikato,Maori,429,371,305, 865 , 711 
180400,Deanwell,Waikato,Pacific Peoples,103,88,83, 854 , 806 
180500,Bader,Waikato,Maori,847,651,487, 769 , 575 
180500,Bader,Waikato,Pacific Peoples,187,165,147, 882 , 786 
180600,Hillcrest West (Hamilton City),Waikato,Maori,287,264,221, 920 , 770 
180600,Hillcrest West (Hamilton City),Waikato,Pacific Peoples,93,Masked,85, >950 , 914 
180700,Hillcrest East (Hamilton City),Waikato,Maori,414,355,303, 857 , 732 
180700,Hillcrest East (Hamilton City),Waikato,Pacific Peoples,144,126,117, 875 , 813 
180800,Silverdale (Hamilton City),Waikato,Maori,295,259,226, 878 , 766 
180800,Silverdale (Hamilton City),Waikato,Pacific Peoples,77,Masked,65, >950 , 844 
180900,Glenview,Waikato,Maori,388,334,275, 861 , 709 
180900,Glenview,Waikato,Pacific Peoples,56,Masked,Masked, >950 , >950 
181000,Resthill,Waikato,Maori,353,315,267, 892 , 756 
181000,Resthill,Waikato,Pacific Peoples,83,Masked,77, >950 , 928 
181100,Fitzroy ,Waikato,Maori,367,335,296, 913 , 807 
181100,Fitzroy ,Waikato,Pacific Peoples,105,Masked,Masked, >950 , >950 
181200,Riverlea,Waikato,Maori,205,177,159, 863 , 776 
181400,Te Pahu,Waikato,Maori,82,65,57, 793 , 695 
181500,Ngahinapouri,Waikato,Maori,105,94,83, 895 , 790 
181600,Lake Cameron,Waikato,Maori,91,77,67, 846 , 736 
181700,Lake Ngaroto,Waikato,Maori,52,Masked,Masked, >950 , >950 
181800,Kaipaki,Waikato,Maori,89,72,66, 809 , 742 
181900,Pirongia,Waikato,Maori,79,71,66, 899 , 835 
182100,Pokuru,Waikato,Maori,103,93,79, 903 , 767 
182200,Te Rahu,Waikato,Maori,70,60,50, 857 , 714 
182300,Fencourt,Waikato,Maori,40,35,32, 875 , 800 
182500,Karapiro,Waikato,Maori,113,105,92, 929 , 814 
182600,Cambridge North,Waikato,Maori,78,Masked,Masked, >950 , >950 
182700,Cambridge West,Waikato,Maori,145,117,98, 807 , 676 
182800,Cambridge East,Waikato,Maori,204,187,164, 917 , 804 
182900,Cambridge Park-River Garden,Waikato,Maori,53,Masked,50, >950 , 943 
183000,Oaklands-St Kilda,Waikato,Maori,48,Masked,Masked, >950 , >950 
183300,Te Awamutu North,Waikato,Maori,128,Masked,113, >950 , 883 
183400,Te Awamutu West,Waikato,Maori,248,202,171, 815 , 690 
183500,Leamington West,Waikato,Maori,139,109,94, 784 , 676 
183600,Goodfellow Park,Waikato,Maori,294,223,191, 759 , 650 
183700,Leamington South,Waikato,Maori,136,119,108, 875 , 794 
183800,Leamington Central,Waikato,Maori,291,212,187, 729 , 643 
183900,Leamington East,Waikato,Maori,132,115,101, 871 , 765 
184000,Te Awamutu Stadium,Waikato,Maori,195,Masked,168, >950 , 862 
184100,Te Awamutu Central,Waikato,Maori,78,58,51, 744 , 654 
184200,Pekerau,Waikato,Maori,399,369,331, 925 , 830 
184300,Fraser Street,Waikato,Maori,178,Masked,151, >950 , 848 
184400,Sherwin Park,Waikato,Maori,374,298,250, 797 , 668 
184500,St Leger,Waikato,Maori,45,Masked,Masked, >950 , >950 
184600,Rotoorangi,Waikato,Maori,109,Masked,92, >950 , 844 
184700,Tokanui,Waikato,Maori,177,129,102, 729 , 576 
184800,Kihikihi Central,Waikato,Maori,568,484,418, 852 , 736 
184900,Maungatautari,Waikato,Maori,65,Masked,57, >950 , 877 
185000,Rotongata,Waikato,Maori,104,74,62, 712 , 596 
185200,Pirongia Forest,Waikato,Maori,315,252,222, 800 , 705 
185300,Honikiwi,Waikato,Maori,233,201,157, 863 , 674 
185400,Te Kawa,Waikato,Maori,116,100,80, 862 , 690 
185500,Otorohanga,Waikato,Maori,946,817,667, 864 , 705 
185500,Otorohanga,Waikato,Pacific Peoples,54,48,45, 889 , 833 
185600,Maihiihi,Waikato,Maori,225,173,140, 769 , 622 
185700,Puniu,Waikato,Maori,103,68,54, 660 , 524 
185800,Tirau,Waikato,Maori,285,228,192, 800 , 674 
185900,Putararu Rural,Waikato,Maori,308,258,227, 838 , 737 
186000,Putararu,Waikato,Maori,1058,880,736, 832 , 696 
186000,Putararu,Waikato,Pacific Peoples,52,49,39, 942 , 750 
186100,Kinleith,Waikato,Maori,178,148,104, 831 , 584 
186200,Paraonui,Waikato,Maori,398,Masked,327, >950 , 822 
186200,Paraonui,Waikato,Pacific Peoples,118,Masked,101, >950 , 856 
186300,Parkdale,Waikato,Maori,255,203,156, 796 , 612 
186300,Parkdale,Waikato,Pacific Peoples,56,38,34, 679 , 607 
186400,Matarawa,Waikato,Maori,705,574,431, 814 , 611 
186400,Matarawa,Waikato,Pacific Peoples,193,Masked,157, >950 , 813 
186500,Stanley Park,Waikato,Maori,775,592,473, 764 , 610 
186500,Stanley Park,Waikato,Pacific Peoples,242,211,188, 872 , 777 
186600,Strathmore (South Waikato District),Waikato,Maori,893,681,511, 763 , 572 
186600,Strathmore (South Waikato District),Waikato,Pacific Peoples,343,294,258, 857 , 752 
186700,Tokoroa Central,Waikato,Maori,363,292,223, 804 , 614 
186700,Tokoroa Central,Waikato,Pacific Peoples,120,103,94, 858 , 783 
186800,Moananui,Waikato,Maori,972,796,640, 819 , 658 
186800,Moananui,Waikato,Pacific Peoples,349,283,242, 811 , 693 
187000,Herangi,Waikato,Maori,244,217,195, 889 , 799 
187100,Hangatiki,Waikato,Maori,328,282,230, 860 , 701 
187200,Aria,Waikato,Maori,374,290,244, 775 , 652 
187300,Te Kuiti West,Waikato,Maori,932,758,618, 813 , 663 
187300,Te Kuiti West,Waikato,Pacific Peoples,92,62,58, 674 , 630 
187400,Te Kuiti East,Waikato,Maori,943,751,576, 796 , 611 
187400,Te Kuiti East,Waikato,Pacific Peoples,67,Masked,61, >950 , 910 
187500,Waipa Valley,Waikato,Maori,267,208,173, 779 , 648 
187700,Marotiri,Lakes,Maori,626,464,359, 741 , 573 
187800,Ohakuri,Lakes,Maori,258,208,158, 806 , 612 
187900,Lake Taupo Bays,Lakes,Maori,432,376,304, 870 , 704 
188000,Mapara,Lakes,Maori,115,Masked,92, >950 , 800 
188200,Wairakei-Broadlands,Lakes,Maori,271,207,170, 764 , 627 
188300,Acacia Bay,Lakes,Maori,114,101,83, 886 , 728 
188400,Brentwood (Taupo District),Lakes,Maori,208,193,156, 928 , 750 
188500,Nukuhau-Rangatira Park,Lakes,Maori,390,306,251, 785 , 644 
188600,Taupo Central West,Lakes,Maori,78,60,42, 769 , 538 
188700,Tauhara,Lakes,Maori,538,424,326, 788 , 606 
188700,Tauhara,Lakes,Pacific Peoples,65,56,48, 862 , 738 
188800,Taupo Central East,Lakes,Maori,632,493,375, 780 , 593 
188800,Taupo Central East,Lakes,Pacific Peoples,79,Masked,68, >950 , 861 
188900,Mountview,Lakes,Maori,656,563,435, 858 , 663 
188900,Mountview,Lakes,Pacific Peoples,65,49,42, 754 , 646 
189000,Bird Area,Lakes,Maori,253,212,182, 838 , 719 
189100,Hilltop (Taupo District),Lakes,Maori,434,354,263, 816 , 606 
189100,Hilltop (Taupo District),Lakes,Pacific Peoples,52,Masked,41, >950 , 788 
189200,Waipahihi,Lakes,Maori,220,192,152, 873 , 691 
189300,Richmond Heights,Lakes,Maori,406,336,255, 828 , 628 
189300,Richmond Heights,Lakes,Pacific Peoples,43,Masked,39, >950 , 907 
189400,Wharewaka,Lakes,Maori,70,Masked,Masked, >950 , >950 
189600,Waitahanui,Lakes,Maori,304,213,174, 701 , 572 
189700,Turangi,Lakes,Maori,1648,1276,981, 774 , 595 
190100,Waiau,Bay of Plenty,Maori,75,63,51, 840 , 680 
190200,Waihi Beach-Bowentown,Bay of Plenty,Maori,215,177,151, 823 , 702 
190300,Tahawai,Bay of Plenty,Maori,158,101,83, 639 , 525 
190400,Athenree,Bay of Plenty,Maori,70,60,50, 857 , 714 
190500,Aongatete,Bay of Plenty,Maori,265,213,182, 804 , 687 
190500,Aongatete,Bay of Plenty,Pacific Peoples,65,Masked,Masked, >950 , >950 
190600,Katikati,Bay of Plenty,Maori,409,326,263, 797 , 643 
190600,Katikati,Bay of Plenty,Pacific Peoples,158,Masked,128, >950 , 810 
190800,Matakana Island,Bay of Plenty,Maori,110,102,84, 927 , 764 
190900,Pahoia,Bay of Plenty,Maori,221,178,145, 805 , 656 
191000,Omokoroa,Bay of Plenty,Maori,177,Masked,157, >950 , 887 
191100,Omokoroa Rural,Bay of Plenty,Maori,66,Masked,Masked, >950 , >950 
191200,Te Puna,Bay of Plenty,Maori,539,429,353, 796 , 655 
191300,Minden,Bay of Plenty,Maori,183,156,135, 852 , 738 
191400,Kaimai,Bay of Plenty,Maori,185,144,124, 778 , 670 
191500,Kopurererua,Bay of Plenty,Maori,100,79,63, 790 , 630 
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,Maori,251,192,152, 765 , 606 
191700,Waiorohi,Bay of Plenty,Maori,281,221,186, 786 , 662 
191800,Otawa,Bay of Plenty,Maori,190,141,111, 742 , 584 
191900,Te Puke West,Bay of Plenty,Maori,817,624,494, 764 , 605 
191900,Te Puke West,Bay of Plenty,Pacific Peoples,82,Masked,Masked, >950 , >950 
192000,Rangiuru,Bay of Plenty,Maori,619,483,395, 780 , 638 
192000,Rangiuru,Bay of Plenty,Pacific Peoples,108,Masked,Masked, >950 , >950 
192100,Te Puke East,Bay of Plenty,Maori,850,686,544, 807 , 640 
192100,Te Puke East,Bay of Plenty,Pacific Peoples,143,Masked,121, >950 , 846 
192300,Maketu,Bay of Plenty,Maori,631,491,412, 778 , 653 
192300,Maketu,Bay of Plenty,Pacific Peoples,53,40,38, 755 , 717 
192400,Pukehina Beach,Bay of Plenty,Maori,160,112,92, 700 , 575 
192500,Pongakawa,Bay of Plenty,Maori,540,395,318, 731 , 589 
192600,Matua North,Bay of Plenty,Maori,123,Masked,112, >950 , 911 
192800,Mount Maunganui North,Bay of Plenty,Maori,279,Masked,229, >950 , 821 
192900,Matua South,Bay of Plenty,Maori,184,156,124, 848 , 674 
193000,Bethlehem North,Bay of Plenty,Maori,394,317,259, 805 , 657 
193100,Bellevue,Bay of Plenty,Maori,480,416,344, 867 , 717 
193100,Bellevue,Bay of Plenty,Pacific Peoples,47,Masked,43, >950 , 915 
193200,Otumoetai North,Bay of Plenty,Maori,317,269,224, 849 , 707 
193200,Otumoetai North,Bay of Plenty,Pacific Peoples,41,Masked,Masked, >950 , >950 
193300,Otumoetai South,Bay of Plenty,Maori,275,258,230, 938 , 836 
193400,Brookfield West,Bay of Plenty,Maori,384,302,224, 786 , 583 
193400,Brookfield West,Bay of Plenty,Pacific Peoples,52,Masked,45, >950 , 865 
193500,Bethlehem Central,Bay of Plenty,Maori,161,139,120, 863 , 745 
193600,Brookfield East,Bay of Plenty,Maori,388,301,247, 776 , 637 
193600,Brookfield East,Bay of Plenty,Pacific Peoples,51,44,38, 863 , 745 
193700,Mount Maunganui South,Bay of Plenty,Maori,212,197,174, 929 , 821 
193800,Tauranga Central,Bay of Plenty,Maori,232,193,154, 832 , 664 
193900,Mount Maunganui Central,Bay of Plenty,Maori,58,48,35, 828 , 603 
194000,Judea,Bay of Plenty,Maori,449,327,253, 728 , 563 
194000,Judea,Bay of Plenty,Pacific Peoples,50,Masked,Masked, >950 , >950 
194100,Te Reti,Bay of Plenty,Maori,345,264,200, 765 , 580 
194200,Bethlehem South,Bay of Plenty,Maori,67,63,52, 940 , 776 
194300,Omanu Beach,Bay of Plenty,Maori,236,188,158, 797 , 669 
194400,Tauranga Hospital,Bay of Plenty,Maori,407,285,228, 700 , 560 
194400,Tauranga Hospital,Bay of Plenty,Pacific Peoples,86,80,75, 930 , 872 
194600,Gate Pa,Bay of Plenty,Maori,849,650,501, 766 , 590 
194600,Gate Pa,Bay of Plenty,Pacific Peoples,177,160,126, 904 , 712 
194700,Greerton South,Bay of Plenty,Maori,116,88,65, 759 , 560 
194800,Tauranga South,Bay of Plenty,Maori,636,520,431, 818 , 678 
194800,Tauranga South,Bay of Plenty,Pacific Peoples,95,83,71, 874 , 747 
194900,Arataki North,Bay of Plenty,Maori,387,356,295, 920 , 762 
194900,Arataki North,Bay of Plenty,Pacific Peoples,52,48,42, 923 , 808 
195000,Matapihi,Bay of Plenty,Maori,462,398,321, 861 , 695 
195100,Pyes Pa West,Bay of Plenty,Maori,294,Masked,263, >950 , 895 
195100,Pyes Pa West,Bay of Plenty,Pacific Peoples,56,Masked,Masked, >950 , >950 
195200,Greerton North,Bay of Plenty,Maori,515,432,330, 839 , 641 
195200,Greerton North,Bay of Plenty,Pacific Peoples,64,Masked,49, >950 , 766 
195300,Yatton Park,Bay of Plenty,Maori,747,560,411, 750 , 550 
195300,Yatton Park,Bay of Plenty,Pacific Peoples,152,136,99, 895 , 651 
195400,Pyes Pa North,Bay of Plenty,Maori,389,313,267, 805 , 686 
195400,Pyes Pa North,Bay of Plenty,Pacific Peoples,76,Masked,65, >950 , 855 
195500,Arataki South,Bay of Plenty,Maori,493,393,319, 797 , 647 
195500,Arataki South,Bay of Plenty,Pacific Peoples,40,Masked,37, >950 , 925 
195600,Pyes Pa South,Bay of Plenty,Maori,97,84,69, 866 , 711 
195700,Poike,Bay of Plenty,Maori,186,158,112, 849 , 602 
195800,Te Maunga North,Bay of Plenty,Maori,562,394,314, 701 , 559 
195800,Te Maunga North,Bay of Plenty,Pacific Peoples,45,41,36, 911 , 800 
195900,Maungatapu,Bay of Plenty,Maori,527,444,365, 843 , 693 
195900,Maungatapu,Bay of Plenty,Pacific Peoples,49,38,35, 776 , 714 
196000,Hairini,Bay of Plenty,Maori,630,511,404, 811 , 641 
196000,Hairini,Bay of Plenty,Pacific Peoples,50,44,40, 880 , 800 
196100,Pyes Pa East,Bay of Plenty,Maori,140,97,76, 693 , 543 
196200,Te Maunga South,Bay of Plenty,Maori,378,349,285, 923 , 754 
196300,Kaitemako (Tauranga City),Bay of Plenty,Maori,227,198,158, 872 , 696 
196400,Ohauiti,Bay of Plenty,Maori,213,Masked,175, >950 , 822 
196500,Baypark-Kairua,Bay of Plenty,Maori,281,219,178, 779 , 633 
196600,Welcome Bay West,Bay of Plenty,Maori,510,367,276, 720 , 541 
196600,Welcome Bay West,Bay of Plenty,Pacific Peoples,51,37,30, 725 , 588 
196700,Welcome Bay East,Bay of Plenty,Maori,484,352,256, 727 , 529 
196700,Welcome Bay East,Bay of Plenty,Pacific Peoples,44,Masked,Masked, >950 , >950 
196800,Pacific View,Bay of Plenty,Maori,265,219,184, 826 , 694 
196900,Welcome Bay South,Bay of Plenty,Maori,411,327,253, 796 , 616 
196900,Welcome Bay South,Bay of Plenty,Pacific Peoples,61,55,44, 902 , 721 
197000,Palm Beach North,Bay of Plenty,Maori,586,458,364, 782 , 621 
197000,Palm Beach North,Bay of Plenty,Pacific Peoples,56,41,39, 732 , 696 
197100,Palm Beach South-Gravatt,Bay of Plenty,Maori,312,263,225, 843 , 721 
197200,Papamoa Beach North,Bay of Plenty,Maori,428,317,245, 741 , 572 
197200,Papamoa Beach North,Bay of Plenty,Pacific Peoples,57,39,32, 684 , 561 
197300,Doncaster,Bay of Plenty,Maori,421,327,246, 777 , 584 
197400,Papamoa Beach South,Bay of Plenty,Maori,335,263,220, 785 , 657 
197400,Papamoa Beach South,Bay of Plenty,Pacific Peoples,48,36,26, 750 , 542 
197500,Motiti,Bay of Plenty,Maori,363,299,248, 824 , 683 
197500,Motiti,Bay of Plenty,Pacific Peoples,45,32,25, 711 , 556 
197600,Wairakei ,Bay of Plenty,Maori,625,Masked,482, >950 , 771 
197600,Wairakei ,Bay of Plenty,Pacific Peoples,100,Masked,94, >950 , 940 
197700,Tui Ridge,Lakes,Maori,185,172,160, 930 , 865 
197900,Ngongotaha Valley,Lakes,Maori,316,279,239, 883 , 756 
198000,Hamurana,Lakes,Maori,133,117,99, 880 , 744 
198100,Ngongotaha East,Lakes,Maori,714,596,490, 835 , 686 
198200,Ngongotaha West,Lakes,Maori,379,299,237, 789 , 625 
198400,Ngongotaha South,Lakes,Maori,409,346,299, 846 , 731 
198500,Selwyn Heights,Lakes,Maori,495,388,310, 784 , 626 
198500,Selwyn Heights,Lakes,Pacific Peoples,50,44,40, 880 , 800 
198600,Pleasant Heights,Lakes,Maori,935,719,561, 769 , 600 
198600,Pleasant Heights,Lakes,Pacific Peoples,84,69,57, 821 , 679 
198700,Rotoiti-Rotoehu,Lakes,Maori,825,668,544, 810 , 659 
198800,Kawaha,Lakes,Maori,469,392,335, 836 , 714 
198800,Kawaha,Lakes,Pacific Peoples,54,Masked,46, >950 , 852 
198900,Fairy Springs,Lakes,Maori,642,541,427, 843 , 665 
198900,Fairy Springs,Lakes,Pacific Peoples,70,56,47, 800 , 671 
199000,Western Heights (Rotorua District),Lakes,Maori,1157,830,623, 717 , 538 
199000,Western Heights (Rotorua District),Lakes,Pacific Peoples,94,79,66, 840 , 702 
199100,Pukehangi North,Lakes,Maori,1168,862,664, 738 , 568 
199100,Pukehangi North,Lakes,Pacific Peoples,79,68,58, 861 , 734 
199200,Pukehangi South,Lakes,Maori,474,402,343, 848 , 724 
199200,Pukehangi South,Lakes,Pacific Peoples,48,40,38, 833 , 792 
199400,Koutu,Lakes,Maori,1168,937,751, 802 , 643 
199400,Koutu,Lakes,Pacific Peoples,61,45,41, 738 , 672 
199500,Mangakakahi West,Lakes,Maori,783,631,492, 806 , 628 
199500,Mangakakahi West,Lakes,Pacific Peoples,78,74,65, 949 , 833 
199600,Sunnybrook,Lakes,Maori,408,379,324, 929 , 794 
199700,Fordlands,Lakes,Maori,1206,947,663, 785 , 550 
199700,Fordlands,Lakes,Pacific Peoples,164,141,112, 860 , 683 
199800,Kuirau,Lakes,Maori,472,382,309, 809 , 655 
199900,Utuhina,Lakes,Maori,402,363,318, 903 , 791 
199900,Utuhina,Lakes,Pacific Peoples,78,61,51, 782 , 654 
200000,Pomare,Lakes,Maori,303,268,206, 884 , 680 
200100,Rotorua Central,Lakes,Maori,160,115,88, 719 , 550 
200200,Hillcrest (Rotorua District),Lakes,Maori,532,421,327, 791 , 615 
200200,Hillcrest (Rotorua District),Lakes,Pacific Peoples,47,39,35, 830 , 745 
200300,Victoria,Lakes,Maori,489,446,378, 912 , 773 
200300,Victoria,Lakes,Pacific Peoples,76,59,51, 776 , 671 
200400,Waiohewa,Lakes,Maori,243,219,191, 901 , 786 
